cell_name,cell_idx,drug_name,drug_idx,IC50
LXF-289,169,Salubrinal,315,2.568973
no-11,362,AZD5363,48,3.239035
D-263MG,487,ZG-10,408,0.284148
ETK-1,117,Idelalisib,187,4.472506
PL-21,258,JQ12,199,1.210178
CAPAN-2,643,Pazopanib,269,2.803188
EW-7,58,Vinblastine,380,-5.439918
CAL-51,633,Dacarbazine,114,4.906374
HCC1937,591,Piperlongumine,289,1.896303
Farage,581,LMP744,221,-3.311385
AGS,573,Epothilone B,134,-6.008995
UACC-812,848,Afatinib,10,1.022277
ME-1,168,A-366,3,4.937909
TGBC1TKB,97,IC-87114,185,5.263368
NCI-H1869,517,MK-8776,234,5.077356
COLO-800,314,QL-XI-92,299,4.328571
KNS-81-FD,861,AKT inhibitor VIII,16,5.103441
LN-18,450,NG-25,242,2.859197
Hey,664,BI-2536,65,0.078669
D-392MG,335,Y-39983,404,6.030796
MDA-MB-157,323,AZD3759,44,3.338122
EN,729,IWP-2,195,3.518526
TE-11,178,PFI3,281,5.298192
A3-KAW,297,MK-1775,232,-1.620936
KP-N-YN,348,Cyclopamine,109,6.21271
Saos-2,758,YK-4-279,405,3.857789
NCI-H2291,483,Olaparib,255,6.662011
HCC-44,745,Temozolomide,350,6.23961
786-0,36,Sphingosine Kinase 1 Inhibitor II,338,3.033096
EoL-1-cell,118,Serdemetan,329,-0.00911
CAPAN-1,634,AZD3514,43,5.049765
PC-14,84,CX-5461,108,3.63516
CAL-29,636,Dacarbazine,114,4.506213
OCI-LY-19,266,AZ20,35,-0.560735
WSU-NHL,227,TW 37,367,-1.885885
G-402,577,Sepantronium bromide,328,-5.854736
KALS-1,395,UNC1215,374,3.138849
MKN7,350,Entospletinib,131,4.22808
CTB-1,124,LCL161,210,5.629917
A172,540,Dactinomycin,116,-6.836049
MIA-PaCa-2,305,Trichostatin A,365,-0.443264
BL-41,674,BMS-536924,73,1.828523
LN-18,450,Taselisib,348,2.442545
BV-173,659,PAC-1,264,1.924593
MONO-MAC-6,708,UNC0638,372,1.883743
NCI-H1688,533,CPI-613,103,5.934535
NB12,103,Tamoxifen,346,2.527338
HEC-1,382,GSK-LSD1,158,1.876098
NCI-H847,816,RO-3306,307,3.512568
C-33-A,603,AZD2014,42,0.357525
MHH-NB-11,206,QL-XI-92,299,3.186806
DMS-79,318,PHA-665752,282,3.705441
PANC-08-13,805,Capivasertib,86,4.56472
ES5,108,JQ12,199,1.718703
ESO51,331,AT13148,31,5.600272
D-392MG,335,TWS119,368,1.548463
KYSE-140,717,Serdemetan,329,2.689946
CHL-1,865,Thapsigargin,355,-4.886506
WM793B,666,POMHEX,292,1.666715
L-363,145,GSK2578215A,163,4.318547
SW756,835,PI-103,285,3.78939
NCI-H2030,472,AT-7519,30,-0.577182
NB12,103,Motesanib,237,5.04969
PANC-08-13,805,Schweinfurthin A,324,2.878464
COR-L311,309,Bleomycin,70,3.502212
NAMALWA,414,BMS-345541,71,1.944728
D-283MED,602,PF-562271,278,2.096956
SCC-3,204,I-BET-762,181,1.491683
HARA,383,NG-25,242,2.647367
NB17,100,Epirubicin,133,-2.851051
SK-MM-2,210,VX-702,387,3.137662
SAS,181,LFM-A13,215,5.196311
MMAc-SF,870,Temsirolimus,351,3.580804
TK,153,PF-562271,278,2.429277
SW1573,826,GSK429286A,170,6.156709
COLO-205,555,Elephantin,127,2.829416
NCI-H2291,483,Daporinad,118,-0.92972
SNU-C2B,527,CUDC-101,107,-1.13935
NCI-H292,295,VE821,377,3.101364
HuH-7,373,LDN-193189,211,0.231194
KYSE-510,711,Elephantin,127,4.27138
BFTC-909,677,SB216763,319,5.376008
SAT,180,BI-2536,65,-1.609058
TE-5,177,Parthenolide,268,1.825057
ML-2,249,Pelitinib,273,0.66951
GCT,575,Tretinoin,364,3.956257
NCI-H1963,512,Leflunomide,212,5.231254
NCI-H441,625,TPCA-1,362,2.879426
SU-DHL-4,222,Tretinoin,364,4.176873
CAL-120,640,Sinularin,333,5.525776
SK-HEP-1,781,FTI-277,147,1.093657
NCI-H1435,425,SGC0946,331,1.631722
no-11,362,AZ960,38,2.918666
TGBC11TKB,96,UNC0638,372,4.539318
IPC-298,738,SB52334,321,3.615554
MHH-ES-1,205,XMD11-85h,399,3.19929
DoTc2-4510,585,AZD6482,53,3.266398
HCC-15,748,CAY10566,87,3.81202
JM1,454,Ponatinib,293,0.051388
NB1,367,SB505124,320,3.76222
HuH-7,373,Erlotinib,137,4.010434
COLO-829,615,VNLG/124,383,5.303048
SH-4,753,Zibotentan,409,6.073944
HAL-01,129,Nilotinib,243,1.395683
HSC-4,376,Zibotentan,409,6.054096
IMR-5,860,Irinotecan,193,0.263516
HuP-T4,325,AZD6738,54,2.713927
WM1552C,669,PFI-1,279,4.501404
NB12,103,AGI-6780,13,1.928373
HC-1,749,Wnt-C59,393,4.404793
SW1783,827,TPCA-1,362,4.339629
KALS-1,395,FH535,141,1.972169
Calu-3,622,Tipifarnib,356,1.017876
huH-1,374,NPK76-II-72-1,245,5.403273
ROS-50,229,AZD7762,55,0.766255
MOLT-13,244,IWP-2,195,2.10055
ES8,106,Ispinesib Mesylate,194,-4.514513
LNCaP-Clone-FGC,448,UNC0638,372,2.01378
H9,875,A-443654,4,-0.438899
NCI-H69,790,CGP-082996,94,2.955228
NCI-H1993,510,Schweinfurthin A,324,2.178982
8-MG-BA,686,Bexarotene,64,2.359145
MDA-MB-436,407,Mycophenolic acid,238,2.768837
SK-GT-4,285,PCI-34051,270,6.307407
GI-ME-N,79,kb NB 142-70,201,2.20297
SW756,835,Selisistat,326,5.697963
JHOS-2,142,PLX-4720,290,3.235909
RKN,183,GSK2830371,167,6.568223
NCI-H2347,481,Buparlisib,80,2.716782
IHH-4,385,CUDC-101,107,-0.655082
IM-95,386,WZ3105,396,-0.52521
MDA-MB-231,50,KIN001-266,203,4.576772
UACC-62,22,Pazopanib,269,4.228328
T47D,20,KIN001-270,204,5.368101
CADO-ES1,658,AZD6094,52,2.25102
HCC202,589,NVP-BHG712,251,4.097137
A253,537,CAY10603,88,1.959578
NCI-H441,625,Tretinoin,364,4.800057
NCI-H847,816,MK-8776,234,1.865182
JVM-2,701,GSK269962A,165,1.27607
KS-1,347,TWS119,368,1.6335
OVKATE,271,TAK-715,344,6.612981
U-266,231,Venetoclax,379,3.086873
NCI-H647,794,Thapsigargin,355,-5.270741
NCI-H2170,473,GSK2578215A,163,5.591718
HSC-2,378,Bleomycin,70,3.254099
MS-1,92,TAK-715,344,3.293536
8505C,684,Elesclomol,128,-4.725826
SIMA,214,WYE-125132,394,-1.794845
SW1417,547,AT-7519,30,1.978049
NCI-H810,785,AZD8186,57,5.763135
NCI-H1573,503,KIN001-266,203,5.049982
IHH-4,385,Omipalisib,256,-2.25573
DJM-1,122,FTY-720,148,1.70174
RPMI-7951,761,AGK2,14,4.214671
RCC10RGB,83,5-Fluorouracil,2,6.604938
DU-145,31,A-83-01,6,3.332819
VMRC-MELG,150,BIBF-1120,66,2.651575
BFTC-905,678,BX795,82,0.346368
CAL-29,636,IC-87114,185,5.540225
NCI-H358,474,GSK2830371,167,6.672821
CML-T1,656,Talazoparib,345,-1.698541
ATN-1,81,LY2109761,223,3.992221
RT4,759,C-75,83,5.784989
SW48,563,Uprosertib,375,2.449057
CHP-212,616,Pilaralisib,288,2.967617
JVM-2,701,Sorafenib,337,1.991193
JHOS-3,141,Pilaralisib,288,4.487239
COR-L279,311,SB590885,322,4.256585
LS-123,523,Pilaralisib,288,4.506855
SCC-15,757,AS605240,28,1.134186
J82,456,DMOG,122,4.416443
KARPAS-422,696,BIX02189,69,3.53146
TC-YIK,82,Afatinib,10,1.307651
KS-1,347,IPA-3,191,2.231209
ATN-1,81,Methotrexate,225,-3.998202
LS-411N,427,EHT-1864,126,5.214713
CAL-12T,639,Entospletinib,131,3.51875
EPLC-272H,728,GSK-J4,157,2.842276
NCI-H1770,491,ZG-10,408,1.331178
NCI-H460,48,MK-8776,234,1.536703
COR-L105,313,AZD2014,42,0.637897
NCI-H661,791,Dacarbazine,114,6.587058
OACM5-1,252,RVX-208,312,5.552585
SK-N-DZ,771,BX-912,81,3.29361
MOLT-4,49,Wnt-C59,393,3.795991
ACHN,34,5-azacytidine,1,2.651527
RH-1,240,L-Oxonoreleagnine,208,2.592358
AM-38,294,Gemcitabine,153,-3.033834
IST-MES1,77,BI-2536,65,0.580139
SCC-3,204,Ibrutinib,184,3.354872
NCI-H1092,421,Fulvestrant,149,5.927787
NCI-H1693,496,Idelalisib,187,3.75235
LU-65,339,AR-42,24,0.035203
HT,428,Elesclomol,128,-3.555281
RVH-421,218,Tivozanib,357,0.570151
HT-1376,444,Obatoclax Mesylate,253,2.145057
HCC202,589,Veliparib,378,4.708074
Farage,581,BAM7,60,4.973787
MFM-223,162,Voxtalisib,385,4.20701
CML-T1,656,OSI-027,257,1.247445
WSU-NHL,227,SB52334,321,4.343761
NCI-H1355,415,Ulixertinib,369,3.611028
MC-IXC,872,Enzastaurin,132,1.945138
SK-MEL-2,9,Ribociclib,306,4.03054
WSU-DLCL2,228,Afatinib,10,0.657461
CPC-N,651,Entinostat,130,0.445079
COR-L88,306,YM201636,406,2.355922
LC4-1,341,UNC0642,373,1.945099
HMV-II,131,AT-7519,30,0.590299
WM1552C,669,C-75,83,4.901389
Hs-633T,434,IPA-3,191,1.983288
COR-L303,310,PRT062607,295,1.086102
HEC-1,382,XMD14-99,401,4.90078
HCC-15,748,Refametinib,304,1.059704
P30-OHK,191,BMS-345541,71,1.996189
KE-37,691,GSK-J4,157,1.224423
NCI-H2172,626,BMS-754807,74,2.20383
SCC-15,757,KU-60019,207,2.357913
MDA-MB-415,408,PLX-4720,290,4.476002
Raji,567,GNF-2,156,2.292285
AsPC-1,610,Bosutinib,76,5.792677
SLVL,197,A-83-01,6,1.603684
WSU-NHL,227,AZD2014,42,0.079129
L-428,157,Telomerase Inhibitor IX,349,0.451775
BL-41,674,AZD3514,43,2.55589
CAL-27,637,Ruxolitinib,311,4.005384
HCC2998,29,GSK1070916,160,2.582271
KU-19-19,718,GW441756,175,2.085087
HCC-15,748,LCL161,210,5.550115
EB-3,534,JNJ38877605,196,4.594473
NCI-H2052,471,Embelin,129,2.384562
CHL-1,865,FH535,141,0.508906
DBTRG-05MG,588,Daporinad,118,1.841381
LN-229,449,UNC0638,372,5.31778
ESO51,331,OSI-027,257,5.281526
LAN-6,160,Afuresertib,11,1.76866
D-392MG,335,CHIR-99021,96,3.845085
NB5,99,Vinblastine,380,-4.150016
T84,528,ICL-SIRT078,186,5.797512
KP-2,371,Oxaliplatin,262,7.096276
EC-GI-10,119,ABT737,7,3.107093
BEN,679,Midostaurin,227,0.378278
MOLP-8,245,WZ-1-84,395,3.035259
D-542MG,62,BAY-61-3606,61,5.433147
PANC-08-13,805,Enzastaurin,132,2.514023
Detroit562,558,Mycophenolic acid,238,-0.11371
SK-MEL-24,777,Alpelisib,19,5.124126
NCI-H524,798,WYE-125132,394,-1.491723
Calu-6,621,Pemetrexed,274,4.139772
KE-37,691,AZD2014,42,2.343524
NCI-H1650,499,WH-4-023,390,4.249915
LU-65,339,CP466722,101,2.050363
8505C,684,Embelin,129,2.15441
DMS-79,318,UNC1215,374,2.250505
HuP-T3,327,SGC0946,331,2.573323
DiFi,0,Entospletinib,131,3.310975
PC-14,84,Vismodegib,382,5.228461
IMR-5,860,DMOG,122,5.725591
SKG-IIIa,201,P22077,263,6.570905
GI-ME-N,79,AST-1306,29,-0.0272
OVKATE,271,XAV939,398,5.523303
NCI-H1581,502,Linifanib,218,2.260389
BONNA-12,673,Sapitinib,316,1.537317
CL-11,644,YK-4-279,405,2.336114
MOLP-8,245,Belinostat,62,-2.443409
MHH-ES-1,205,PLX-4720,290,5.125471
SK-OV-3,6,Pyridostatin,296,3.505139
D-392MG,335,JNK Inhibitor VIII,197,6.228345
JHOS-3,141,CD532,92,1.128747
HT-1080,556,Bromosporine,78,3.660891
EN,729,ARRY-520,26,-2.284465
OCI-AML3,268,SB590885,322,0.722471
HO-1-u-1,379,BX-912,81,3.193375
ONS-76,356,KU-60019,207,3.634636
CGTH-W-1,874,Pyridostatin,296,3.760099
TE-4,95,ARRY-520,26,-4.935469
SKM-1,200,PD173074,272,1.495206
H-EMC-SS,329,TAK-715,344,6.34012
NCI-H209,466,UNC1215,374,2.125682
NCI-H345,475,IWP-2,195,3.375499
UACC-62,22,AST-1306,29,1.3202
U-CH2,846,CZC24832,112,5.687162
HCC-78,744,Cediranib,93,1.524752
JURL-MK1,702,N-acetyl cysteine,239,9.455166
AU565,609,PFI-1,279,4.456588
KP-2,371,JNK Inhibitor VIII,197,5.968143
BICR78,301,Bleomycin,70,2.691807
KM-H2,705,GSK2110183B,162,3.316664
ROS-50,229,Tubastatin A,366,4.53366
NCI-H1666,497,AZD1480,41,3.023627
QIMR-WIL,272,Niraparib,244,2.266187
BICR22,287,Rucaparib,310,3.655868
647-V,672,Linifanib,218,2.512478
NB12,103,GSK-J4,157,2.551897
NCI-H1299,417,Bleomycin,70,3.195386
AU565,609,BMS-536924,73,2.439827
U251,24,JNK Inhibitor VIII,197,5.029238
HH,438,Fulvestrant,149,2.107638
SN12C,17,Fulvestrant,149,5.574022
MDA-MB-231,50,A-366,3,4.183538
A549,612,FMK,144,6.18513
G-292-Clone-A141B1,580,IOX2,190,0.8715
JM1,454,AZ960,38,-0.037385
COLO-205,555,glutathione,154,8.395643
TGBC11TKB,96,DMOG,122,8.419584
RERF-LC-KJ,186,AZ960,38,2.518769
CCK-81,289,ACY-1215,9,1.019138
BT-20,606,GSK2578215A,163,5.151257
CGTH-W-1,874,BMS-536924,73,1.990321
IST-SL1,76,Rucaparib,310,2.514147
PANC-10-05,804,Tipifarnib,356,1.182828
VMRC-RCZ,149,NPK76-II-72-1,245,2.951798
DOHH-2,671,CHIR-99021,96,1.140244
GB-1,370,AZD8931,59,2.964473
NCI-H187,516,CGP-60474,95,-1.67873
SW684,836,Temozolomide,350,7.020178
SK-MES-1,774,AZD8055,56,-0.509999
NCI-H2196,486,5-Fluorouracil,2,4.585183
CHL-1,865,Gemcitabine,153,2.558237
KMH-2,400,UNC1215,374,2.029729
CAL-120,640,Ulixertinib,369,4.935945
HEC-1,382,Fedratinib,140,3.823183
NCI-H2405,480,Rapamycin,303,0.154821
TOV-21G,830,LDN-193189,211,0.456378
P31-FUJ,190,GSK429286A,170,4.230812
PC-3,14,GSK269962A,165,1.865134
NCI-H2052,471,DMOG,122,6.664879
no-11,362,AT7867,32,3.511639
BICR31,5,Rapamycin,303,-0.259517
MKN45,93,AZD3514,43,3.858886
L-540,159,SCH772984,323,2.777596
ChaGo-K-1,624,Epothilone B,134,-4.845034
NCI-H1993,510,AZD2014,42,2.364971
NCI-H2452,478,Refametinib,304,2.78668
NCI-H2452,478,Nilotinib,243,3.348699
CADO-ES1,658,Bromosporine,78,1.13888
NCI-H810,785,XMD11-85h,399,3.188084
NY,358,Y-39983,404,5.830889
PC-14,84,Remodelin,305,4.393664
KNS-42,390,YM201636,406,1.961855
JVM-2,701,Tanespimycin,347,-2.004458
FADU,582,AZ960,38,1.877028
NCI-H1755,492,MK-1775,232,-0.617674
WSU-NHL,227,XMD13-2,400,2.761679
NCI-H69,790,Gefitinib,152,3.685713
LCLC-103H,175,Mitoxantrone,231,-0.579058
639-V,687,PF-00299804,276,1.756458
MFE-319,163,LGK974,216,2.94635
GRANTA-519,737,FTY-720,148,1.849503
JSC-1,453,Torin 2,359,-2.534223
CAL-54,632,SB505124,320,2.942842
NB(TU)1-10,368,Kobe2602,205,3.274725
NB7,55,Sepantronium bromide,328,-6.494759
NCI-H838,817,BMS-754807,74,0.853231
SW1417,547,Crizotinib,105,3.804742
OCUM-1,357,Schweinfurthin A,324,4.571484
NH-12,366,Gemcitabine,153,-1.686544
KYSE-410,713,Navitoclax,240,4.688914
Ca-Ski,623,Sinularin,333,3.332421
LU-65,339,I-BET-762,181,3.108109
CW-2,123,Seliciclib,325,4.680005
RKO,764,Parthenolide,268,1.208305
COLO-800,314,Pazopanib,269,3.710083
OCUB-M,88,FH535,141,-0.304699
IGR-1,739,Entinostat,130,0.710979
SBC-1,192,SB590885,322,5.290111
SISO,213,Bryostatin 1,79,-2.464688
SF126,202,GSK1904529A,161,3.982126
HT55,334,I-BRD9,182,6.056723
SCC-25,756,KU-60019,207,3.432765
RXF393,12,KU-60019,207,3.632461
HCC-827,743,Foretinib,145,1.215347
KYSE-510,711,Telomerase Inhibitor IX,349,0.825313
EPLC-272H,728,Idelalisib,187,3.327311
Caov-4,618,Dactolisib,117,-0.534853
MDA-MB-415,408,AZD4547,45,1.489107
L-1236,146,CRT0105950,106,3.026923
KNS-81-FD,861,Salubrinal,315,4.002271
HT-1376,444,Pilaralisib,288,2.862041
A2780,65,HG-5-88-01,178,4.611726
CAL-120,640,Sorafenib,337,3.188822
Hs-939-T,430,Cyclophosphamide,110,5.996273
C-33-A,603,Linsitinib,219,3.964954
SW1573,826,Belinostat,62,1.208869
BT-474,660,kb NB 142-70,201,2.308243
NALM-6,242,OSI-027,257,2.75771
Hs-746T,432,AZ6102,36,1.936245
MLMA,351,PRIMA-1MET,294,2.327631
NCI-H520,799,Oxaliplatin,262,5.075451
NCI-H446,661,HG6-64-1,179,2.479468
COLO-205,555,AZD8835,58,2.218114
KYSE-220,343,Doxorubicin,125,-3.242837
SW1783,827,Tenovin-6,353,2.074903
KYSE-270,714,QS11,301,0.618426
DND-41,645,JW-7-24-1,200,0.121867
OPM-2,263,Ispinesib Mesylate,194,-4.293775
AU565,609,Pazopanib,269,2.405738
C3A,868,CPI-637,104,6.740884
L-363,145,WZ4003,397,1.560153
SIG-M5,215,Apitolisib,23,-2.56877
NCI-H1563,505,JQ12,199,2.450898
KNS-62,389,Uprosertib,375,-0.001286
PEO1,274,PD173074,272,4.907929
SNU-C1,856,Daporinad,118,-3.66168
PANC-08-13,805,Dasatinib,119,2.403084
A375,536,AZD2014,42,1.244524
TT,286,5-Fluorouracil,2,5.976056
A2058,538,BX-912,81,1.902451
NCI-H1770,491,HG-5-113-01,177,1.916726
NCI-H510A,627,Ipatasertib,192,4.821717
EBC-1,288,KIN001-266,203,3.233627
U-118-MG,853,IPA-3,191,6.570007
BC-1,608,AZD5438,49,-0.213287
NCI-H358,474,Afatinib,10,-0.549402
TE-9,155,CCT007093,90,5.471484
RERF-LC-MS,185,Ribociclib,306,1.568279
ONS-76,356,CP466722,101,1.317768
Caov-3,619,Ponatinib,293,1.422063
RKN,183,PF-562271,278,2.423311
GP5d,330,AZD1208,39,4.856625
SAT,180,Romidepsin,308,-5.318983
MOLT-4,49,IWP-2,195,1.837082
NCI-H1693,496,Crizotinib,105,4.594325
LS-411N,427,P22077,263,2.426259
HT,428,Palbociclib,266,2.168325
CHL-1,865,Tubastatin A,366,4.149178
JSC-1,453,S-Trityl-L-cysteine,313,-0.57477
PSN1,273,Serdemetan,329,4.694898
KM12,53,AZD6094,52,3.613149
ROS-50,229,AZD8186,57,4.093759
CAL-62,631,Sapitinib,316,4.659416
A427,546,Dabrafenib,113,2.778868
KMS-11,391,AGK2,14,3.408864
NCI-H1792,520,BEN,63,1.965954
SNU-387,841,JQ12,199,0.916061
DK-MG,646,WZ3105,396,-1.241724
HMV-II,131,Leflunomide,212,5.643675
NCI-H446,661,KIN001-270,204,3.236954
OACp4C,253,Wnt-C59,393,5.272153
ML-2,249,Phenformin,284,4.605816
NKM-1,365,Capivasertib,86,2.305561
COLO-320-HSR,566,Tivozanib,357,0.446658
A431,683,QS11,301,1.178888
HCC1143,587,Remodelin,305,5.041575
TUR,859,LJI308,220,4.453432
TE-441-T,834,Bosutinib,76,3.856622
HCC2157,522,UMI-77,370,2.024856
LN-229,449,Belinostat,62,0.593033
NB(TU)1-10,368,Dacinostat,115,-3.799208
NCI-H929,815,SB590885,322,2.568022
HSC-4,376,Elesclomol,128,-5.306551
UACC-812,848,Thapsigargin,355,2.111484
OMC-1,87,UNC1215,374,2.646081
MFM-223,162,Doxorubicin,125,-0.11713
HuH-7,373,PIK-93,287,4.027479
RT-112,219,AGI-6780,13,3.826894
REH,255,Nilotinib,243,2.066388
OCI-AML5,267,Oxaliplatin,262,2.651122
H9,875,Piperlongumine,289,0.274184
PC-14,84,GSK429286A,170,4.76118
NCI-H2196,486,NU7441,249,4.656837
NCI-H196,513,MK-1775,232,0.96809
KU-19-19,718,CAY10566,87,3.28902
NCI-H1703,494,BPTES,77,1.882458
SF268,11,BAY-61-3606,61,1.109051
COLO-684,46,SB216763,319,6.002752
LC4-1,341,Pyrimethamine,297,3.369782
L-1236,146,A-366,3,4.737278
YKG-1,147,A-83-01,6,4.3903
RO82-W-1,73,Phenformin,284,10.114396
IGROV-1,54,Leflunomide,212,4.640259
Hs-766T,431,Epirubicin,133,1.704694
GB-1,370,Afatinib,10,3.204362
TE-10,179,KIN001-244,202,3.144838
LU-65,339,BAM7,60,6.545099
ES7,112,Avagacestat,33,3.927795
Hs-940-T,429,JNJ38877605,196,4.756176
RXF393,12,Topotecan,358,0.503731
KYSE-140,717,YK-4-279,405,2.8954
IGR-37,742,Axitinib,34,3.764026
IHH-4,385,AZD6482,53,1.942136
OVCA420,663,AZD6094,52,2.51764
KYSE-270,714,Foretinib,145,1.497901
SU-DHL-6,224,Cytarabine,111,-0.156346
SK-MEL-2,9,S-Trityl-L-cysteine,313,3.786455
NCI-H441,625,Tanespimycin,347,4.650273
DEL,648,A-366,3,3.852646
CAPAN-1,634,GSK2578215A,163,5.327848
A253,537,Torin 2,359,-0.021715
MKN7,350,BX-912,81,3.264886
U-2-OS,852,CRT0105950,106,1.450727
RD,570,OSI-027,257,3.967895
ECC10,121,KU-60019,207,3.888948
SK-MEL-3,776,Dacinostat,115,-2.832777
MOLP-8,245,Enzastaurin,132,1.268862
OVCA433,662,KIN001-244,202,3.148466
NCI-H446,661,Alisertib,18,-2.254327
COLO-783,653,Pazopanib,269,4.806514
CAL-29,636,KIN001-270,204,5.331193
HuP-T3,327,Fedratinib,140,2.12752
U-698-M,237,AS601245,27,1.05744
EKVX,30,PHA-793887,283,5.054798
U-266,231,Docetaxel,123,-5.017502
Detroit562,558,OTX015,261,0.519928
HT-3,445,CI-1040,98,2.599903
NCI-H841,803,Nelarabine,241,6.145684
MFE-296,164,AGI-6780,13,4.238367
SK-N-DZ,771,WZ-1-84,395,4.924048
OCUM-1,357,AZ6102,36,1.849182
CHP-212,616,XMD14-99,401,3.573944
BICR22,287,CI-1040,98,0.652698
MHH-PREB-1,207,CP466722,101,1.768897
YH-13,148,TPCA-1,362,3.181758
MDA-MB-415,408,Sapitinib,316,3.957429
LU-139,133,Bromosporine,78,2.116675
NB5,99,BAM7,60,4.638553
CPC-N,651,BPTES,77,3.250768
IM-95,386,kb NB 142-70,201,2.648131
NCI-H1623,501,JQ12,199,3.066897
HCC-78,744,AZD4547,45,4.72718
Hey,664,WYE-125132,394,-2.195231
SW1271,820,Pilaralisib,288,3.652925
OVCAR-8,15,Torin 2,359,-0.075401
CW-2,123,BX-912,81,2.034521
Hs-633T,434,Foretinib,145,0.243388
KYSE-220,343,SB216763,319,4.728987
NCI-H1436,459,Dasatinib,119,2.576894
SU-DHL-10,208,LMP744,221,-3.07171
D-283MED,602,Belinostat,62,4.610926
AsPC-1,610,Dihydrorotenone,120,2.630132
SU-DHL-8,236,XMD8-85,402,1.01255
OE19,281,AT7867,32,2.633678
MS751,412,WZ4003,397,3.309782
WM793B,666,Amuvatinib,22,5.066234
SAS,181,AT13148,31,5.63695
LU-134-A,135,SB505124,320,3.520113
NCI-H2405,480,PD173074,272,6.630476
NCI-H23,43,Sabutoclax,314,-1.094142
JJN-3,720,Imatinib,188,2.658522
NCI-H647,794,YK-4-279,405,1.627991
IGR-1,739,Fludarabine,143,5.810185
TE-10,179,Oxaliplatin,262,2.854649
NCI-H2291,483,CP466722,101,5.229993
HT-1376,444,Panobinostat,267,-2.771986
NCI-H2347,481,Dactinomycin,116,-2.745625
D-247MG,402,Temozolomide,350,6.293578
MEL-JUSO,166,Acetalax,8,6.406687
RC-K8,256,GNE-317,155,-0.384724
CAPAN-2,643,Ipatasertib,192,4.942005
SNU-C2B,527,Gemcitabine,153,-0.281776
OVTOKO,238,QL-XI-92,299,4.212992
HT55,334,GSK343,169,4.138666
SISO,213,FH535,141,0.892724
JVM-2,701,Tubastatin A,366,5.319738
KYSE-450,712,SGC0946,331,1.062088
COR-L32,308,VE-822,376,3.107992
SK-GT-4,285,glutathione,154,10.654203
NCI-H740,787,Docetaxel,123,-2.330115
AsPC-1,610,Sorafenib,337,3.988862
NAMALWA,414,AZD5991,51,-1.694384
Hs-683,433,Tamoxifen,346,5.406986
Hs-940-T,429,BAY-61-3606,61,1.09262
JHOS-3,141,Bosutinib,76,3.06102
KM12,53,Niraparib,244,5.369195
SK-N-SH,769,Apitolisib,23,1.744273
MEL-JUSO,166,CUDC-101,107,-1.249515
AMO-1,681,AGI-6780,13,1.717186
NCI-H2122,463,glutathione,154,8.696368
GR-ST,876,LGK974,216,3.634164
NB7,55,Bromosporine,78,2.434448
SF268,11,AZD4547,45,2.721679
KMRC-1,393,Tenovin-6,353,1.914517
SW837,560,LDN-193189,211,1.217356
SU-DHL-10,208,Tamoxifen,346,2.073803
WSU-DLCL2,228,Linifanib,218,2.201616
ASH-3,293,Vorinostat,384,1.744903
KP-N-RT-BM-1,349,XAV939,398,2.732916
C-4-I,613,BAY-61-3606,61,2.465228
SU-DHL-8,236,PAC-1,264,-0.322504
HCC-827,743,WZ4003,397,3.106007
Hs-683,433,XMD8-92,403,3.469279
NCI-H2452,478,Sapitinib,316,3.825071
HSC-2,378,IOX2,190,-1.096396
LS-411N,427,Refametinib,304,-0.024742
ATN-1,81,UNC0638,372,1.047567
SNU-423,858,QL-XII-47,300,-1.911778
NCI-H292,295,EPZ5676,136,4.738576
KU812,144,Parthenolide,268,1.664506
NCI-H1694,495,Bexarotene,64,4.565222
D-502MG,63,VE-822,376,4.172874
A704,572,Serdemetan,329,4.509029
IM-95,386,Vismodegib,382,4.531664
L-1236,146,GSK2606414,164,2.164608
OE19,281,OTX015,261,1.985728
D-247MG,402,PFI-1,279,5.746841
SUIT-2,195,alpha-lipoic acid,20,8.303347
COLO-824,652,POMHEX,292,1.338404
NCI-H292,295,PD173074,272,2.859732
KU-19-19,718,AT-7519,30,0.718679
SF126,202,P22077,263,5.204951
TGBC1TKB,97,BIBF-1120,66,4.859456
SNU-423,858,Sabutoclax,314,-0.16529
HCC-827,743,Piperlongumine,289,1.664796
HCC1500,595,Pevonedistat,275,2.182769
SKM-1,200,Ribociclib,306,1.132613
HCC1954,590,Capivasertib,86,0.888868
IPC-298,738,AZD5582,50,2.110037
IA-LM,143,A-770041,5,1.937552
THP-1,833,(5Z)-7-Oxozeaenol,0,2.397218
Hs-683,433,Foretinib,145,0.443486
SCC-25,756,Pyridostatin,296,5.1248
PA-TU-8988T,260,Dabrafenib,113,5.140064
OAW-28,283,Y-39983,404,6.119845
NB4,241,Olaparib,255,1.514196
SKM-1,200,Panobinostat,267,-4.845698
EW-3,59,CMK,100,3.28076
769-P,542,A-366,3,3.585108
SW1088,819,SN-38,335,-3.254409
SK-MEL-5,7,EPZ5676,136,6.164167
KG-1,530,Temsirolimus,351,0.500086
VA-ES-BJ,840,Tanespimycin,347,-1.056896
HO-1-N-1,380,Alectinib,17,3.797531
LP-1,170,AMG-319,21,4.232539
AM-38,294,QL-XI-92,299,2.466205
NB10,104,Wee1 Inhibitor,388,1.078875
A2780,65,Doramapimod,124,4.805931
NH-12,366,PFI-1,279,4.048002
CAPAN-2,643,LY2109761,223,6.755328
MDA-MB-175-VII,410,JQ12,199,2.115972
